"ID","12142020-cnf-1","12172020cl3","12182020cl1","12192020cml1","12202020","12212020","12232020cp","12252020cp2f"
"1675115|estExt_Genewise1Plus.C_11_t20029",2,4,10,6,6,6,NA,4
"1675183|estExt_Genewise1Plus.C_11_t20112",NA,NA,NA,2,2,NA,NA,NA
"1675195|estExt_Genewise1Plus.C_120008",NA,NA,1,NA,NA,NA,NA,NA
"1675246|estExt_Genewise1Plus.C_120072",NA,1,NA,NA,NA,NA,NA,NA
"1675432|estExt_Genewise1Plus.C_120301",NA,NA,NA,NA,NA,2,NA,NA
"1675489|estExt_Genewise1Plus.C_120372",NA,NA,NA,NA,NA,1,NA,NA
"1675497|estExt_Genewise1Plus.C_120383",6,56,48,41,49,28,13,55
"1675541|estExt_Genewise1Plus.C_120439",NA,NA,2,NA,NA,NA,NA,NA
"1676025|estExt_Genewise1Plus.C_140127",4,8,21,10,12,8,1,2
"1676171|estExt_Genewise1Plus.C_140296",NA,NA,NA,NA,2,NA,NA,NA
"1676194|estExt_Genewise1Plus.C_150006",NA,2,2,2,2,NA,2,2
"1676344|estExt_Genewise1Plus.C_150185",NA,NA,NA,NA,NA,NA,NA,2
"1676695|estExt_Genewise1Plus.C_160298",NA,NA,NA,2,NA,4,NA,14
"1677068|estExt_Genewise1Plus.C_180019",NA,NA,1,NA,2,NA,NA,NA
"1677100|estExt_Genewise1Plus.C_180059",NA,2,NA,NA,NA,NA,NA,2
"1677532|estExt_Genewise1Plus.C_190275",NA,1,NA,NA,2,NA,NA,NA
"1677636|estExt_Genewise1Plus.C_200222",NA,2,NA,NA,NA,NA,NA,NA
"1678219|estExt_Genewise1Plus.C_220391",NA,2,2,2,NA,NA,NA,NA
"1678240|estExt_Genewise1Plus.C_230011",NA,2,NA,NA,NA,NA,NA,2
"1678644|estExt_Genewise1Plus.C_240203",NA,NA,NA,NA,NA,NA,1,NA
"1678648|estExt_Genewise1Plus.C_240236",NA,NA,NA,NA,1,NA,NA,NA
"1679100|estExt_Genewise1Plus.C_270021",NA,NA,3,2,1,NA,NA,4
"1679277|estExt_Genewise1Plus.C_280088",NA,2,4,4,6,NA,NA,21
"1679279|estExt_Genewise1Plus.C_280093",NA,NA,NA,NA,2,NA,NA,NA
"1679348|estExt_Genewise1Plus.C_280173",NA,NA,2,NA,NA,NA,2,NA
"1679355|estExt_Genewise1Plus.C_280180",NA,NA,NA,NA,NA,NA,NA,3
"1679477|estExt_Genewise1Plus.C_290033",NA,NA,2,2,2,NA,NA,6
"1679808|estExt_Genewise1Plus.C_310037",4,NA,3,2,2,7,NA,6
"1679905|estExt_Genewise1Plus.C_310141",NA,NA,NA,NA,NA,NA,1,NA
"1679944|estExt_Genewise1Plus.C_310183",2,2,13,6,12,22,NA,7
"1680101|estExt_Genewise1Plus.C_320129",NA,NA,NA,NA,NA,NA,2,2
"1680262|estExt_Genewise1Plus.C_330041",NA,NA,NA,1,NA,NA,NA,NA
"1680416|estExt_Genewise1Plus.C_340046",NA,NA,1,2,NA,NA,NA,NA
"1680447|estExt_Genewise1Plus.C_350002",NA,1,NA,NA,NA,NA,NA,NA
"1680499|estExt_Genewise1Plus.C_350070",NA,2,NA,6,NA,NA,NA,5
"1680563|estExt_Genewise1Plus.C_360021",NA,NA,2,NA,NA,NA,NA,NA
"1680760|estExt_Genewise1Plus.C_370082",NA,1,NA,NA,NA,1,NA,NA
"1680916|estExt_Genewise1Plus.C_380138",NA,2,NA,NA,NA,NA,NA,NA
"1680981|estExt_Genewise1Plus.C_390050",NA,NA,1,NA,NA,NA,NA,NA
"1681049|estExt_Genewise1Plus.C_390128",NA,NA,NA,NA,NA,NA,NA,6
"1681260|estExt_Genewise1Plus.C_410086",NA,NA,NA,NA,NA,2,NA,NA
"1681336|estExt_Genewise1Plus.C_410186",NA,NA,NA,NA,2,NA,NA,NA
"1681693|estExt_Genewise1Plus.C_440163",NA,NA,NA,NA,NA,NA,NA,4
"1681721|estExt_Genewise1Plus.C_450027",NA,NA,NA,NA,1,NA,NA,NA
"1681835|estExt_Genewise1Plus.C_460022",NA,11,8,4,15,NA,12,4
"1681904|estExt_Genewise1Plus.C_470036",NA,NA,NA,NA,NA,NA,1,NA
"1682143|estExt_Genewise1Plus.C_510012",NA,NA,2,NA,2,NA,NA,NA
"1682161|estExt_Genewise1Plus.C_510030",NA,NA,NA,NA,NA,NA,2,9
"1682625|estExt_Genewise1Plus.C_560082",2,NA,2,NA,2,NA,NA,2
"1682654|estExt_Genewise1Plus.C_560129",NA,NA,NA,NA,NA,NA,NA,4
"1682669|estExt_Genewise1Plus.C_560147",NA,1,2,NA,NA,3,NA,5
"1682917|estExt_Genewise1Plus.C_600074",NA,1,1,NA,NA,NA,NA,NA
"1683044|estExt_Genewise1Plus.C_620001",NA,NA,NA,NA,2,NA,NA,NA
"1683111|estExt_Genewise1Plus.C_630034",NA,NA,2,2,NA,NA,NA,NA
"1683112|estExt_Genewise1Plus.C_630035",NA,NA,NA,3,NA,NA,NA,NA
"1683129|estExt_Genewise1Plus.C_630052",NA,6,6,2,8,2,NA,29
"1683260|estExt_Genewise1Plus.C_650036",NA,NA,NA,NA,NA,NA,2,NA
"1683393|estExt_Genewise1Plus.C_670010",NA,NA,2,NA,NA,NA,NA,NA
"1683578|estExt_Genewise1Plus.C_690047",NA,NA,NA,NA,NA,2,NA,NA
"1683674|estExt_Genewise1Plus.C_720012",NA,1,NA,NA,NA,NA,NA,NA
"1683883|estExt_Genewise1Plus.C_760052",2,NA,NA,2,NA,NA,NA,NA
"1684238|estExt_Genewise1Plus.C_850004",2,NA,NA,NA,NA,NA,NA,NA
"1684279|estExt_Genewise1Plus.C_850054",NA,1,NA,NA,NA,NA,NA,NA
"1684342|estExt_Genewise1Plus.C_860041",NA,NA,NA,NA,NA,2,NA,2
"1684403|estExt_Genewise1Plus.C_880006",NA,NA,2,NA,NA,NA,NA,2
"1684481|estExt_Genewise1Plus.C_890060",2,9,2,8,NA,4,NA,4
"1684596|estExt_Genewise1Plus.C_920008",NA,NA,NA,2,NA,NA,NA,NA
"1684651|estExt_Genewise1Plus.C_920073",NA,NA,NA,2,NA,NA,2,NA
"1684657|estExt_Genewise1Plus.C_930006",NA,NA,NA,2,NA,NA,NA,1
"1684927|estExt_Genewise1Plus.C_970026",NA,NA,1,NA,NA,NA,2,NA
"1685028|estExt_Genewise1Plus.C_1000026",NA,NA,1,NA,NA,NA,NA,NA
"1685073|estExt_Genewise1Plus.C_1000071",NA,3,NA,4,NA,NA,NA,2
"1685379|estExt_Genewise1Plus.C_1110024",2,NA,NA,2,NA,NA,NA,NA
"1685614|estExt_Genewise1Plus.C_1170004",2,NA,4,NA,NA,2,2,26
"1685631|estExt_Genewise1Plus.C_1170027",NA,1,NA,NA,NA,2,NA,NA
"1685709|estExt_Genewise1Plus.C_1190020",NA,NA,NA,2,2,NA,NA,NA
"1685728|estExt_Genewise1Plus.C_1190040",NA,2,4,NA,NA,2,NA,NA
"1685815|estExt_Genewise1Plus.C_1210033",NA,2,NA,NA,NA,NA,NA,NA
"1685875|estExt_Genewise1Plus.C_1230001",1,NA,NA,NA,NA,NA,NA,NA
"1686103|estExt_Genewise1Plus.C_1300004",NA,NA,NA,2,NA,NA,NA,NA
"1686128|estExt_Genewise1Plus.C_1300029",NA,3,2,NA,NA,2,NA,3
"1686133|estExt_Genewise1Plus.C_1300034",NA,NA,1,2,2,2,NA,NA
"1686307|estExt_Genewise1Plus.C_1380009",NA,1,2,4,2,NA,4,37
"1686357|estExt_Genewise1Plus.C_1390023",NA,NA,1,NA,NA,NA,NA,6
"1686867|estExt_Genewise1Plus.C_1580024",NA,8,11,NA,8,6,84,117
"1687283|estExt_Genewise1Plus.C_1770008",NA,2,NA,NA,NA,NA,NA,NA
"1689305|estExt_Genewise1.C_1_t10035",2,7,6,3,3,NA,NA,3
"1689323|estExt_Genewise1.C_1_t10132",4,21,21,2,29,20,8,24
"1689939|estExt_Genewise1.C_1_t20485",6,123,230,61,38,119,62,313
"1690247|estExt_Genewise1.C_1_t30360",NA,2,NA,NA,NA,2,NA,2
"1690625|estExt_Genewise1.C_1_t40303",NA,2,NA,1,NA,NA,5,NA
"1690630|estExt_Genewise1.C_1_t40308",NA,1,NA,NA,NA,NA,NA,4
"1691010|estExt_Genewise1.C_2_t10419",NA,NA,NA,NA,NA,NA,1,NA
"1691416|estExt_Genewise1.C_2_t20413",2,11,8,2,10,3,NA,18
"1691703|estExt_Genewise1.C_3_t10277",2,12,29,10,7,20,2,6
"1691833|estExt_Genewise1.C_3_t10425",NA,1,4,2,10,2,NA,4
"1691873|estExt_Genewise1.C_3_t10466",NA,NA,1,3,5,4,NA,NA
"1692017|estExt_Genewise1.C_3_t20134",NA,1,1,NA,NA,NA,NA,NA
"1692067|estExt_Genewise1.C_3_t20184",NA,NA,NA,2,NA,NA,1,2
"1692087|estExt_Genewise1.C_3_t20204",NA,3,NA,10,18,5,6,38
"1692123|estExt_Genewise1.C_3_t20244",NA,NA,2,1,NA,NA,NA,NA
"1692564|estExt_Genewise1.C_4_t10405",2,1,2,4,10,NA,2,3
"1692904|estExt_Genewise1.C_4_t20312",NA,NA,6,NA,4,NA,NA,2
"1693044|estExt_Genewise1.C_4_t20453",NA,NA,NA,2,NA,NA,NA,NA
"1693239|estExt_Genewise1.C_5_t10198",24,48,78,49,61,16,7,58
"1694666|estExt_Genewise1.C_7_t10316",NA,1,NA,NA,NA,NA,NA,3
"1694746|estExt_Genewise1.C_7_t10404",NA,1,NA,NA,NA,NA,3,12
"1695006|estExt_Genewise1.C_8_t10012",NA,2,NA,NA,NA,NA,NA,NA
"1695029|estExt_Genewise1.C_8_t10035",NA,1,NA,NA,NA,NA,2,NA
"1695117|estExt_Genewise1.C_8_t10152",NA,3,NA,NA,NA,NA,NA,10
"1695506|estExt_Genewise1.C_8_t20081",NA,NA,NA,NA,2,2,NA,NA
"1695550|estExt_Genewise1.C_9_t10067",2,8,8,8,6,12,22,40
"1696033|estExt_Genewise1.C_10_t10037",NA,1,NA,NA,NA,NA,NA,2
"1696728|estExt_Genewise1.C_11_t10119",NA,NA,2,NA,NA,NA,NA,NA
"1697949|estExt_Genewise1.C_140073",NA,2,NA,NA,1,NA,2,NA
"1698149|estExt_Genewise1.C_140373",NA,NA,NA,NA,NA,2,NA,4
"1698197|estExt_Genewise1.C_150042",NA,NA,2,NA,NA,NA,NA,NA
"1698505|estExt_Genewise1.C_160108",10,17,3,10,17,6,NA,4
"1698543|estExt_Genewise1.C_160154",NA,6,NA,3,2,2,4,3
"1699088|estExt_Genewise1.C_180071",NA,2,2,4,2,NA,1,4
"1699406|estExt_Genewise1.C_190109",NA,NA,NA,NA,NA,NA,NA,2
"1699442|estExt_Genewise1.C_190145",NA,2,NA,NA,NA,NA,NA,NA
"1699671|estExt_Genewise1.C_210014",NA,3,2,NA,NA,2,NA,3
"1699847|estExt_Genewise1.C_210207",NA,NA,NA,NA,NA,NA,NA,6
"1700014|estExt_Genewise1.C_220182",NA,51,12,NA,4,NA,NA,4
"1700078|estExt_Genewise1.C_220254",2,2,NA,4,NA,2,NA,NA
"1700136|estExt_Genewise1.C_220326",NA,2,7,20,20,21,NA,6
"1700354|estExt_Genewise1.C_230164",NA,NA,NA,2,NA,NA,NA,NA
"1701209|estExt_Genewise1.C_280012",NA,NA,NA,NA,NA,NA,1,NA
"1701334|estExt_Genewise1.C_280166",NA,2,3,NA,4,2,NA,2
"1701585|estExt_Genewise1.C_290196",NA,2,NA,NA,NA,NA,NA,NA
"1701729|estExt_Genewise1.C_300157",NA,1,8,NA,3,2,NA,7
"1701863|estExt_Genewise1.C_310102",NA,2,2,3,NA,NA,NA,2
"17020|CE17019_3833",NA,NA,NA,NA,NA,NA,NA,2
"1702433|estExt_Genewise1.C_340067",NA,1,NA,NA,3,NA,NA,2
"1702642|estExt_Genewise1.C_360102",NA,3,NA,NA,NA,NA,NA,2
"1703107|estExt_Genewise1.C_400033",NA,1,NA,NA,NA,NA,NA,NA
"1703223|estExt_Genewise1.C_410039",NA,1,NA,NA,NA,NA,NA,NA
"1703314|estExt_Genewise1.C_410149",2,72,25,16,70,35,20,64
"1703407|estExt_Genewise1.C_420068",NA,NA,7,4,NA,5,NA,12
"1703523|estExt_Genewise1.C_430084",NA,NA,NA,2,2,NA,NA,2
"1703953|estExt_Genewise1.C_470074",NA,NA,NA,2,NA,NA,NA,NA
"1704002|estExt_Genewise1.C_480047",NA,1,NA,NA,NA,NA,NA,NA
"1704033|estExt_Genewise1.C_480081",2,NA,NA,NA,NA,NA,2,2
"1704160|estExt_Genewise1.C_510010",NA,NA,NA,NA,NA,2,NA,NA
"1704456|estExt_Genewise1.C_540077",NA,11,14,10,12,6,4,46
"1704699|estExt_Genewise1.C_570003",NA,1,2,NA,NA,NA,NA,NA
"1704788|estExt_Genewise1.C_580030",6,NA,2,6,4,2,NA,6
"1705163|estExt_Genewise1.C_630071",NA,1,NA,NA,NA,NA,NA,7
"1705301|estExt_Genewise1.C_650077",NA,2,NA,NA,NA,NA,NA,NA
"1705403|estExt_Genewise1.C_660087",NA,NA,NA,NA,NA,2,NA,NA
"1705457|estExt_Genewise1.C_670053",NA,NA,NA,NA,NA,NA,NA,4
"1705928|estExt_Genewise1.C_760075",NA,NA,1,NA,NA,NA,NA,6
"1705991|estExt_Genewise1.C_770056",NA,2,2,NA,3,NA,NA,6
"1706037|estExt_Genewise1.C_790024",NA,NA,1,NA,NA,NA,NA,NA
"1706900|estExt_Genewise1.C_960014",NA,NA,NA,NA,NA,2,NA,NA
"1706912|estExt_Genewise1.C_960026",6,21,32,9,30,1,37,69
"1706921|estExt_Genewise1.C_960035",NA,NA,NA,1,2,NA,NA,NA
"1707925|estExt_Genewise1.C_1230018",2,18,7,4,16,NA,2,6
"1708512|estExt_Genewise1.C_1440017",NA,11,12,5,7,9,3,26
"1711724|estExt_fgenesh1_pm.C_1_t10435",NA,1,2,2,NA,NA,NA,NA
"1711727|estExt_fgenesh1_pm.C_1_t10438",NA,NA,NA,2,NA,NA,NA,NA
"1711766|estExt_fgenesh1_pm.C_1_t10478",NA,NA,15,30,26,14,6,6
"1711805|estExt_fgenesh1_pm.C_20012",NA,6,NA,NA,NA,NA,NA,NA
"1712059|estExt_fgenesh1_pm.C_20304",NA,NA,NA,NA,NA,2,NA,NA
"1712063|estExt_fgenesh1_pm.C_20308",NA,1,NA,2,NA,NA,NA,4
"1712157|estExt_fgenesh1_pm.C_30101",NA,1,NA,NA,NA,NA,NA,NA
"1712164|estExt_fgenesh1_pm.C_30108",NA,NA,2,2,2,NA,2,2
"1712189|estExt_fgenesh1_pm.C_30137",NA,NA,2,NA,5,1,NA,NA
"1712319|estExt_fgenesh1_pm.C_30279",NA,1,8,6,8,NA,NA,NA
"1712393|estExt_fgenesh1_pm.C_30358",NA,2,5,4,4,8,4,12
"1712405|estExt_fgenesh1_pm.C_30370",NA,NA,NA,NA,2,NA,2,NA
"1712797|estExt_fgenesh1_pm.C_50134",NA,NA,NA,NA,NA,NA,NA,2
"1712801|estExt_fgenesh1_pm.C_50140",NA,3,1,NA,NA,NA,NA,1
"1713266|estExt_fgenesh1_pm.C_70107",NA,NA,NA,2,NA,NA,NA,NA
"1713342|estExt_fgenesh1_pm.C_70196",NA,NA,NA,NA,2,NA,NA,NA
"1713432|estExt_fgenesh1_pm.C_80094",NA,NA,NA,2,NA,2,NA,NA
"1713488|estExt_fgenesh1_pm.C_80157",2,33,30,9,26,8,NA,2
"1713494|estExt_fgenesh1_pm.C_80163",NA,1,2,2,NA,2,NA,2
"1713564|estExt_fgenesh1_pm.C_90024",NA,2,NA,NA,2,4,NA,4
"1713680|estExt_fgenesh1_pm.C_100003",NA,NA,NA,2,2,NA,NA,NA
"1713770|estExt_fgenesh1_pm.C_100103",NA,NA,NA,NA,NA,2,NA,2
"1713794|estExt_fgenesh1_pm.C_100128",24,60,36,55,80,30,45,32
"1713836|estExt_fgenesh1_pm.C_100175",NA,2,2,NA,8,NA,NA,NA
"1713928|estExt_fgenesh1_pm.C_110054",NA,6,NA,2,NA,NA,NA,2
"1714179|estExt_fgenesh1_pm.C_130016",NA,4,12,4,2,2,NA,4
"1714289|estExt_fgenesh1_pm.C_140011",NA,2,4,2,NA,NA,4,3
"1714302|estExt_fgenesh1_pm.C_140025",NA,57,111,52,95,28,2,33
"1714436|estExt_fgenesh1_pm.C_160004",NA,NA,NA,NA,NA,NA,NA,2
"1714474|estExt_fgenesh1_pm.C_160047",NA,NA,NA,NA,NA,NA,2,NA
"1714497|estExt_fgenesh1_pm.C_160075",NA,4,5,2,4,6,NA,NA
"1714520|estExt_fgenesh1_pm.C_170008",NA,2,NA,4,NA,NA,NA,NA
"1714604|estExt_fgenesh1_pm.C_180017",6,NA,NA,NA,NA,NA,NA,NA
"1714697|estExt_fgenesh1_pm.C_190009",NA,NA,NA,NA,2,NA,NA,NA
"1714747|estExt_fgenesh1_pm.C_190063",NA,NA,NA,NA,NA,NA,5,2
"1714761|estExt_fgenesh1_pm.C_200009",NA,NA,2,6,2,NA,2,4
"1714829|estExt_fgenesh1_pm.C_210039",NA,7,1,NA,4,NA,2,2
"1714837|estExt_fgenesh1_pm.C_210048",NA,2,2,NA,4,2,3,4
"1714852|estExt_fgenesh1_pm.C_210063",NA,NA,NA,NA,NA,NA,2,4
"1714864|estExt_fgenesh1_pm.C_210075",NA,2,2,2,9,6,NA,2
"1714921|estExt_fgenesh1_pm.C_210135",NA,2,NA,NA,NA,NA,NA,NA
"1714964|estExt_fgenesh1_pm.C_220052",NA,NA,NA,NA,NA,NA,2,NA
"1715047|estExt_fgenesh1_pm.C_230025",NA,1,NA,2,NA,NA,NA,1
"1715050|estExt_fgenesh1_pm.C_230029",NA,8,8,11,11,6,27,14
"1715062|estExt_fgenesh1_pm.C_230042",NA,NA,NA,2,NA,NA,NA,NA
"1715187|estExt_fgenesh1_pm.C_250020",NA,4,6,2,12,NA,NA,15
"1715233|estExt_fgenesh1_pm.C_260005",NA,2,3,2,NA,NA,1,8
"1715247|estExt_fgenesh1_pm.C_260020",NA,NA,10,4,8,2,NA,2
"1715333|estExt_fgenesh1_pm.C_270058",NA,NA,NA,NA,NA,NA,NA,2
"1715335|estExt_fgenesh1_pm.C_270061",NA,2,2,NA,2,NA,NA,NA
"1715392|estExt_fgenesh1_pm.C_280064",NA,1,NA,1,6,NA,NA,NA
"1715426|estExt_fgenesh1_pm.C_290026",NA,NA,NA,NA,NA,2,NA,NA
"1715427|estExt_fgenesh1_pm.C_290027",NA,NA,NA,NA,NA,NA,NA,2
"1715466|estExt_fgenesh1_pm.C_300027",NA,NA,NA,6,2,NA,NA,NA
"1715574|estExt_fgenesh1_pm.C_310063",NA,1,2,5,5,NA,NA,NA
"1715610|estExt_fgenesh1_pm.C_320025",NA,6,NA,NA,NA,NA,NA,NA
"1715611|estExt_fgenesh1_pm.C_320026",NA,NA,NA,NA,NA,NA,NA,2
"1715711|estExt_fgenesh1_pm.C_330036",NA,NA,4,NA,2,NA,NA,NA
"1715728|estExt_fgenesh1_pm.C_330053",NA,NA,NA,NA,NA,NA,NA,1
"1715775|estExt_fgenesh1_pm.C_350031",4,1,NA,NA,NA,NA,NA,2
"1715808|estExt_fgenesh1_pm.C_360021",NA,NA,NA,NA,2,NA,NA,NA
"1715839|estExt_fgenesh1_pm.C_360055",NA,2,NA,2,NA,NA,NA,2
"1715912|estExt_fgenesh1_pm.C_390004",NA,NA,2,NA,NA,NA,NA,NA
"1715920|estExt_fgenesh1_pm.C_390015",NA,NA,2,NA,NA,NA,NA,NA
"1715936|estExt_fgenesh1_pm.C_400003",NA,2,4,NA,NA,2,NA,NA
"1716017|estExt_fgenesh1_pm.C_410049",NA,1,NA,8,5,2,5,34
"1716035|estExt_fgenesh1_pm.C_420013",NA,2,2,2,6,NA,NA,9
"1716159|estExt_fgenesh1_pm.C_450021",NA,1,NA,NA,NA,NA,NA,NA
"1716190|estExt_fgenesh1_pm.C_460009",NA,NA,NA,NA,2,NA,NA,NA
"1716228|estExt_fgenesh1_pm.C_490001",NA,NA,1,NA,2,NA,NA,NA
"1716315|estExt_fgenesh1_pm.C_510047",NA,8,6,2,4,NA,4,18
"1716369|estExt_fgenesh1_pm.C_540019",NA,2,2,1,2,6,2,15
"1716372|estExt_fgenesh1_pm.C_540022",NA,1,NA,6,6,NA,NA,2
"1716520|estExt_fgenesh1_pm.C_600011",NA,NA,NA,NA,NA,NA,NA,2
"1716614|estExt_fgenesh1_pm.C_640003",NA,NA,2,NA,NA,NA,NA,NA
"1716637|estExt_fgenesh1_pm.C_650003",NA,2,NA,NA,NA,NA,NA,NA
"1716779|estExt_fgenesh1_pm.C_730004",NA,3,6,NA,8,NA,4,25
"1716848|estExt_fgenesh1_pm.C_770021",NA,NA,NA,2,NA,NA,NA,NA
"1716884|estExt_fgenesh1_pm.C_800015",NA,2,NA,NA,NA,NA,NA,NA
"1716978|estExt_fgenesh1_pm.C_860014",NA,NA,2,NA,2,7,NA,NA
"1716983|estExt_fgenesh1_pm.C_870002",2,1,NA,NA,2,NA,NA,4
"1716989|estExt_fgenesh1_pm.C_880002",NA,NA,NA,NA,2,NA,NA,NA
"1717056|estExt_fgenesh1_pm.C_920017",NA,2,NA,2,NA,2,NA,NA
"1717502|estExt_fgenesh1_pm.C_1300005",NA,2,NA,NA,NA,NA,NA,NA
"1717568|estExt_fgenesh1_pm.C_1380006",NA,NA,NA,NA,NA,NA,NA,2
"1717578|estExt_fgenesh1_pm.C_1390001",NA,NA,NA,NA,NA,NA,NA,2
"1717609|estExt_fgenesh1_pm.C_1440005",NA,NA,1,NA,2,NA,NA,NA
"1717695|estExt_fgenesh1_pm.C_1550001",NA,NA,NA,NA,NA,NA,NA,2
"1717829|estExt_fgenesh1_pm.C_1770005",NA,4,NA,NA,NA,2,NA,6
"1717831|estExt_fgenesh1_pm.C_1770008",NA,8,6,2,4,NA,4,18
"1717913|estExt_fgenesh1_pm.C_1920004",NA,NA,NA,1,NA,NA,NA,NA
"1718160|estExt_fgenesh1_pm.C_2490001",NA,2,NA,2,NA,1,NA,NA
"1718173|estExt_fgenesh1_pm.C_2520004",NA,NA,NA,NA,NA,NA,NA,2
"1718248|estExt_fgenesh1_pm.C_2820001",2,3,3,2,2,5,NA,2
"1718356|estExt_fgenesh1_pm.C_3380002",NA,NA,NA,NA,2,2,NA,4
"1718444|estExt_fgenesh1_pg.C_1_t10004",NA,NA,NA,NA,NA,NA,2,NA
"1718462|estExt_fgenesh1_pg.C_1_t10023",NA,NA,NA,NA,NA,NA,2,2
"1718836|estExt_fgenesh1_pg.C_1_t20014",NA,2,NA,NA,NA,NA,2,NA
"1719123|estExt_fgenesh1_pg.C_2_t10052",NA,NA,NA,NA,3,NA,NA,NA
"1719424|estExt_fgenesh1_pg.C_2_t10399",NA,NA,2,NA,NA,NA,NA,NA
"17195|CE17194_10958",NA,2,NA,NA,NA,NA,NA,NA
"1719612|estExt_fgenesh1_pg.C_30125",NA,NA,NA,NA,NA,3,NA,NA
"1719661|estExt_fgenesh1_pg.C_30177",NA,4,2,NA,4,1,7,2
"1719903|estExt_fgenesh1_pg.C_30444",NA,NA,1,NA,3,2,NA,NA
"1720065|estExt_fgenesh1_pg.C_40172",NA,NA,NA,NA,2,NA,NA,2
"1720075|estExt_fgenesh1_pg.C_40183",NA,1,NA,NA,NA,NA,NA,NA
"1720272|estExt_fgenesh1_pg.C_40416",2,NA,NA,NA,6,NA,2,10
"1720305|estExt_fgenesh1_pg.C_40454",NA,4,1,NA,NA,NA,NA,NA
"1720351|estExt_fgenesh1_pg.C_50048",NA,NA,2,NA,2,NA,NA,NA
"1720536|estExt_fgenesh1_pg.C_50257",NA,3,1,NA,6,NA,NA,NA
"1720723|estExt_fgenesh1_pg.C_60070",NA,NA,NA,NA,NA,NA,NA,2
"1720747|estExt_fgenesh1_pg.C_60097",NA,NA,NA,NA,NA,NA,NA,4
"1720969|estExt_fgenesh1_pg.C_60351",NA,4,NA,NA,NA,NA,NA,NA
"1721440|estExt_fgenesh1_pg.C_80237",NA,2,NA,NA,NA,NA,NA,NA
"1721658|estExt_fgenesh1_pg.C_90202",NA,NA,NA,NA,NA,1,NA,NA
"1721667|estExt_fgenesh1_pg.C_90212",NA,2,NA,2,4,NA,2,4
"1721916|estExt_fgenesh1_pg.C_100243",NA,NA,NA,NA,NA,2,2,NA
"1722011|estExt_fgenesh1_pg.C_110077",NA,1,6,3,4,NA,7,2
"1722407|estExt_fgenesh1_pg.C_130038",NA,NA,2,NA,2,NA,NA,NA
"1722569|estExt_fgenesh1_pg.C_140011",NA,NA,NA,4,4,NA,NA,4
"1722654|estExt_fgenesh1_pg.C_140120",4,NA,2,3,11,NA,NA,2
"1722945|estExt_fgenesh1_pg.C_160127",NA,NA,NA,2,NA,NA,NA,NA
"1722987|estExt_fgenesh1_pg.C_170020",NA,NA,2,NA,NA,NA,NA,NA
"1723042|estExt_fgenesh1_pg.C_170091",NA,2,NA,NA,NA,2,NA,2
"1723051|estExt_fgenesh1_pg.C_170104",NA,NA,1,NA,NA,NA,NA,NA
"1723215|estExt_fgenesh1_pg.C_180132",NA,1,2,NA,NA,NA,NA,2
"1723454|estExt_fgenesh1_pg.C_210008",NA,NA,NA,2,NA,NA,NA,NA
"1723522|estExt_fgenesh1_pg.C_210085",2,2,2,2,2,NA,NA,2
"1723576|estExt_fgenesh1_pg.C_210142",NA,NA,NA,2,NA,2,NA,NA
"1723590|estExt_fgenesh1_pg.C_210157",NA,2,4,NA,4,12,NA,NA
"1723608|estExt_fgenesh1_pg.C_220015",NA,NA,NA,NA,NA,2,NA,NA
"1723650|estExt_fgenesh1_pg.C_220070",NA,1,NA,NA,6,NA,2,NA
"1723709|estExt_fgenesh1_pg.C_220136",NA,1,NA,NA,NA,NA,NA,NA
"1723714|estExt_fgenesh1_pg.C_220141",NA,1,NA,NA,NA,NA,NA,NA
"1723743|estExt_fgenesh1_pg.C_230028",NA,1,NA,NA,1,NA,NA,NA
"1723772|estExt_fgenesh1_pg.C_230060",NA,NA,1,NA,4,2,NA,2
"1723808|estExt_fgenesh1_pg.C_230096",NA,8,12,6,4,13,6,2
"1723814|estExt_fgenesh1_pg.C_230104",NA,NA,NA,NA,NA,NA,2,NA
"1723821|estExt_fgenesh1_pg.C_230114",NA,NA,NA,NA,2,NA,NA,2
"1724000|estExt_fgenesh1_pg.C_250054",NA,3,NA,NA,NA,NA,NA,NA
"1724067|estExt_fgenesh1_pg.C_260003",NA,NA,NA,NA,NA,NA,NA,2
"1724143|estExt_fgenesh1_pg.C_260094",NA,NA,NA,NA,1,NA,NA,NA
"1724180|estExt_fgenesh1_pg.C_270008",NA,NA,NA,2,2,NA,NA,NA
"1724205|estExt_fgenesh1_pg.C_270045",2,NA,NA,NA,NA,NA,NA,NA
"1724286|estExt_fgenesh1_pg.C_280027",NA,NA,NA,NA,NA,NA,NA,5
"1724300|estExt_fgenesh1_pg.C_280050",NA,NA,NA,NA,NA,NA,2,NA
"1724416|estExt_fgenesh1_pg.C_290066",NA,NA,NA,2,NA,NA,NA,NA
"172453|CE172452_2100",NA,NA,NA,4,NA,NA,NA,NA
"1724596|estExt_fgenesh1_pg.C_310069",NA,3,1,2,6,2,1,2
"1724697|estExt_fgenesh1_pg.C_320069",NA,2,5,2,NA,NA,NA,8
"1724806|estExt_fgenesh1_pg.C_330096",NA,NA,NA,2,NA,NA,NA,NA
"1724810|estExt_fgenesh1_pg.C_340011",NA,2,NA,NA,NA,NA,NA,NA
"1724895|estExt_fgenesh1_pg.C_350044",NA,1,2,1,NA,NA,NA,2
"1724947|estExt_fgenesh1_pg.C_360019",2,2,NA,NA,NA,2,NA,NA
